SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Population group"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Population group","Black African","Coloured","Indian or Asian","White","Other","Unspecified","Total",
"South Africa by 2011 Electoral Wards",
"64001006: Ward 6",14738.920255,1036.76115,259.050964,6442.653521,86.08576,39.4666,22602.93825,
"64002001: Ward 1",7443.928904,129.462526,18.43155,469.218657,2.69018,8.5278,8072.259617,
"64002002: Ward 2",29258.646011,1062.097503,86.927156,13272.023321,23.98667,69.9953,43773.675961,
"64002003: Ward 3",11318.592143,587.790355,234.313999,15579.878831,76.97995,62.4104,27859.965678,
"64002004: Ward 4",20208.472653,209.393806,45.866503,7511.516234,61.87414,77.4836,28114.606936,
"64002005: Ward 5",817.768242,127.197189,42.836665,7200.965608,29.59198,10.7793,8229.138984,
"64002006: Ward 6",10576.527372,347.341766,11.76072,1652.697214,3.34509,8.6161,12600.288262,
"64002007: Ward 7",2044.808247,450.196576,85.991568,8190.074539,13.03527,9.7142,10793.8204,
"64002008: Ward 8",14280.357217,134.829904,17.48617,2.69018,2.69018,17.5095,14455.563151,
"64002009: Ward 9",17529.922098,334.81428,1718.717836,7.142482,22.86653,42.4016,19655.864826,
"64002010: Ward 10",14330.00544,101.285761,7.575331,40.00761,24.21162,37.7261,14540.811862,
"64002011: Ward 11",10142.311599,66.868138,18.08892,1962.256614,0,0,12189.525271,
"64002012: Ward 12",17004.386492,99.225855,3.69018,44.41563,25.55671,25.9795,17203.254367,
"64002013: Ward 13",9629.511552,8613.132357,33.865619,18.924342,67.2545,13.2342,18375.92257,
"64002014: Ward 14",17696.140151,145.26621,5.38036,8.93485,6.72545,37.77545,17900.222471,
"64002015: Ward 15",1917.143238,218.071529,118.352779,13200.896431,33.55671,22.2571,15510.277787,
"64002016: Ward 16",14666.693476,109.759443,9.41563,106.26211,37.66252,29.4591,14959.252279,
"64002017: Ward 17",8293.306211,244.601175,0,15.12159,10.07054,0,8563.099516,
"64002018: Ward 18",18853.667602,174.201117,16.14108,1.34509,20.17635,22.9937,19088.524939,
"64002019: Ward 19",22919.004211,169.931305,21.17635,14.314326,39.00761,7.6224,23171.056202,
"64002020: Ward 20",7555.150954,113.828532,28.24689,20.499747,36.31743,0,7754.043553,
"64002021: Ward 21",11947.761679,12245.195764,33.595724,18.53061,34.97234,11.9166,24291.972717,
"64002022: Ward 22",713.150957,153.41964,52.092835,7114.521051,2.69018,56.4673,8092.341963,
"64002023: Ward 23",1218.793919,102.007617,145.737284,9541.52357,37.66252,14.821,11060.54591,
"64002024: Ward 24",649.774845,65.725941,62.315785,2090.308127,15,2.1675,2885.292198,
"64002025: Ward 25",1234.859444,158.045143,42.767848,7914.381326,8.38036,8.7823,9367.216421,
"64002026: Ward 26",17081.303034,295.829128,10.76072,2.69018,28.24689,0,17418.829952,
"64003001: Ward 1",34367.628068,332.914257,60.201005,6429.803192,33.19065,99.9868,41323.723972,
"64003002: Ward 2",36306.527865,491.162885,37.456305,22.271324,71.28977,102.4158,37031.123949,
"64003003: Ward 3",4893.58734,19023.067774,3344.030953,89.445794,37.66252,58.9952,27446.789581,
"64003004: Ward 4",24222.987697,4444.965437,354.282326,988.876411,61.87414,12.2853,30085.271311,
"64003005: Ward 5",35032.814389,426.033342,29.59198,16.14108,21.52144,35.2396,35561.341831,
"64003006: Ward 6",23868.049685,530.121138,37.44345,4567.430589,20.17635,109.80412,29133.025332,
"64003007: Ward 7",36818.029789,311.409779,17.48617,10.45821,20.17635,61.3487,37238.908998,
"64003008: Ward 8",29837.647598,205.571485,11.88892,15.213022,20.17635,50.0543,30140.551675,
"64003009: Ward 9",30100.355964,214.617648,27.55671,5,10.76072,55.4666,30413.757642,
"64003010: Ward 10",25132.111871,103.41577,21.52144,5.68169,1.34509,40.389,25304.464861,
"64003011: Ward 11",27477.019222,134.505312,15.430734,6.933966,9.41563,82.3898,27725.694664,
"64003012: Ward 12",24860.949782,249.898342,18.48617,243.025854,10.76072,1.1501,25384.270968,
"64003013: Ward 13",30790.159541,234.335381,13.4509,31.82668,0,42.4423,31112.214802,
"64003014: Ward 14",28334.41131,289.320249,18.83126,6.72545,16.14108,18.6487,28684.078049,
"64003015: Ward 15",7877.441226,686.21295,99.654262,17699.628872,53.76833,33.8364,26450.54204,
"64003016: Ward 16",4079.20087,266.590293,62.409512,19721.231813,45.73306,28.4727,24203.638248,
"64003017: Ward 17",5318.343265,239.512431,641.748385,24017.656235,65.90941,56.6316,30339.801326,
"64003018: Ward 18",14786.510952,484.694495,289.344534,16768.236758,40.18298,78.3028,32447.272519,
"64003019: Ward 19",12711.799615,956.896716,189.748737,21327.17033,137.67013,68.06625,35391.351778,
"64003020: Ward 20",21943.864981,78.273956,18.83126,0,26.9018,21.861,22089.732997,
"64003021: Ward 21",28937.540985,119.646792,35.18429,1941.383312,26.9018,63.92999,31124.587169,
"64003022: Ward 22",37545.016435,259.971049,72.7218,198.299376,36.31743,153.5388,38265.86489,
"64003023: Ward 23",21762.618471,205.474556,22.86653,36.76803,12.10581,0,22039.833397,
"64003024: Ward 24",32140.941225,124.735927,33.424852,7.69018,13.4509,15.1543,32335.397384,
"64003025: Ward 25",26048.841109,121.591043,37.66252,1.34509,12.10581,14.4491,26235.994672,
"64003026: Ward 26",24812.505478,175.566161,55.14869,6.44376,8.07054,8.01803,25065.752659,
"64003027: Ward 27",38030.704426,216.109159,39.00761,10.487572,24.21162,16.4916,38337.011987,
"64003028: Ward 28",17650.198624,349.735294,21.567723,18784.711026,17.83459,111.55458,36935.601837,
"64003029: Ward 29",18191.577954,300.257126,66.397614,14141.206059,54.8036,88.39455,32842.636903,
"64003030: Ward 30",15757.499543,198.584978,71.969813,20847.675425,35.97234,117.35932,37029.061419,
"64003031: Ward 31",16791.286366,356.893903,34.860677,12344.838527,14.76072,53.4367,29596.076893,
"64003032: Ward 32",30036.598424,123.461815,46.712316,471.066663,5.03527,74.43592,30757.310408,
"64003033: Ward 33",40525.880138,164.136581,29.9018,11.230549,16.14108,6.584,40753.874148,
"64003034: Ward 34",30609.518513,62.878146,41.69779,14.701996,12.10581,1.084,30741.986255,
"64003035: Ward 35",32436.985102,139.838494,32.28216,18.186506,22.86653,5.3832,32655.541992,
"64004001: Ward 1",11262.04467,426.923596,7.57596,239.019048,22.86653,4.2819,11962.711704,
"64004002: Ward 2",17159.044697,358.51612,15.484529,3.70758,14.79599,19.5392,17571.088116,
"64004003: Ward 3",17147.533454,151.130558,6.72545,2.69018,18.83126,3.3008,17330.211702,
"64004004: Ward 4",20222.035746,280.625654,2.69018,10.76072,4.03527,17.1291,20537.27667,
"64004005: Ward 5",7661.604131,260.295301,269.263869,6584.447602,68.94801,24.9922,14869.551113,
"64004006: Ward 6",14506.717529,180.831265,34.69065,3468.050965,43.04288,22.6273,18255.960589,
"64004007: Ward 7",12354.194889,68.165537,2.69018,1.0634,9.41563,29.2818,12464.811436,
"64004008: Ward 8",36578.735638,835.933811,34.81163,5044.126957,13.49283,68.3166,42575.417466,
"64004009: Ward 9",12895.166198,484.271232,35.714559,1447.682438,13.4509,10.8705,14887.155827,
"64004010: Ward 10",17711.410142,691.121816,13.31746,1372.641367,22.86653,33.35116,19844.708475,
"64004011: Ward 11",16343.39055,612.059096,76.856316,660.000982,2.69018,41.0552,17736.052324,
"74201001: Ward 1",6045.27627,258.018039,214.539067,34584.739537,124.19713,75.5838,41302.353843,
"74201002: Ward 2",47134.653686,75.752835,16.26237,20.99078,33.33265,47.75567,47328.747991,
"74201003: Ward 3",40400.714722,299.624447,75.091523,11709.465942,44.06571,157.54137,52686.503714,
"74201004: Ward 4",13191.828753,282.183348,254.06371,23160.486244,86.08693,38.6367,37013.285685,
"74201005: Ward 5",5230.005384,297.827122,393.315062,42505.257184,173.66325,136.9301,48736.998102,
"74201006: Ward 6",45218.780252,171.804805,19.387243,19.38715,84.08693,0,45513.44638,
"74201007: Ward 7",43810.256577,214.71029,37.84245,5165.828412,31.28816,111.9251,49371.850989,
"74201008: Ward 8",34559.784012,159.033871,14.791874,3504.871682,27.42163,126.44354,38392.346609,
"74201009: Ward 9",14025.610486,344.109265,171.515673,32560.245684,149.66325,120.433,47371.577358,
"74201010: Ward 10",14947.418151,860.401061,332.205552,36235.484152,354.94731,123.6207,52854.076926,
"74201011: Ward 11",39824.584292,315.057975,112.746324,6584.620429,53.93224,73.2045,46964.14576,
"74201012: Ward 12",36474.390998,62.583738,12.240258,15.137476,21.51061,99.2317,36685.09478,
"74201013: Ward 13",48299.169621,92.120737,16.960993,7.985416,37.15469,143.4597,48596.851157,
"74201014: Ward 14",39760.101165,64.793214,5.19204,6.487176,7.82204,43.0804,39887.476035,
"74201015: Ward 15",24332.422878,1193.969039,491.308437,22763.568009,425.36894,57.5296,49264.166903,
"74201016: Ward 16",12987.994666,10743.421671,764.643895,13042.739623,175.04039,59.7567,37773.596945,
"74201017: Ward 17",26260.067542,52.167826,12.59602,149.549733,8,61.5371,26543.918221,
"74201018: Ward 18",47143.026831,142.857969,16.2033,12.032474,37.15469,45.3646,47396.639864,
"74201019: Ward 19",48400.156263,122.95385,4.876281,20.971088,80.17591,96.3658,48725.499192,
"74201020: Ward 20",50479.227146,212.080033,10.38408,14.46325,78.2204,64.2207,50858.595609,
"74201021: Ward 21",22559.123039,441.067491,13933.183213,347.049308,104.7755,75.4225,37460.621051,
"74201022: Ward 22",43719.471032,95.905186,27.25821,7.095373,78.2204,56.4718,43984.422001,
"74201023: Ward 23",30163.253929,172.769795,66.714867,4150.464923,43.02122,51.6126,34647.837334,
"74201024: Ward 24",22652.34418,58.722656,4.993187,2.43944,31.28816,2.1904,22751.978023,
"74201025: Ward 25",40167.614334,422.739155,72.258239,15139.736166,77.4746,173.8271,56053.649594,
"74201026: Ward 26",49217.37975,136.963945,38.614218,33.351147,48.88775,0,49475.19681,
"74201027: Ward 27",24213.073621,34.389199,2.59602,18.684376,25.42163,11.0402,24305.205046,
"74201028: Ward 28",50491.642352,115.833987,16.846672,144.0295,39.1102,6.6694,50814.132111,
"74201029: Ward 29",54329.016024,230.906533,17.675277,18.778822,84.08693,154.0623,54834.525886,
"74201030: Ward 30",36834.934257,36.622719,14.27811,39.625096,3.91102,75.1079,37004.479102,
"74201031: Ward 31",36411.744902,60.511271,10.246431,2.270552,27.37714,126.1134,36638.263696,
"74201032: Ward 32",43114.606412,25.060242,7.78806,8.417046,52.79877,151.6193,43360.28983,
"74201033: Ward 33",52908.683452,101.800128,4.83582,24.889418,54.75428,161.7806,53256.743698,
"74201034: Ward 34",38662.719884,47.941456,12.9801,1.2845,21.51061,74.0974,38820.53395,
"74201035: Ward 35",39897.815459,69.51176,7.78806,7.511334,35.19918,100.761,40118.586793,
"74201036: Ward 36",52082.684647,203.036924,19.525042,104.814037,113.41958,68.6938,52592.17403,
"74201037: Ward 37",38607.919077,43.361097,10.718886,25.987335,25.42163,82.939,38796.347025,
"74201038: Ward 38",49879.51076,112.831505,6.27704,16.441888,17.59959,72.7933,50105.454083,
"74201039: Ward 39",40180.492314,1230.241799,17.75152,2.53079,48.88775,79.8396,41559.743773,
"74201040: Ward 40",42577.098604,42.88501,19.387243,15.285382,35.19918,112.9438,42802.799219,
"74201041: Ward 41",39457.710572,113.321745,10.38408,4.867073,62.57632,36.4713,39685.33109,
"74201042: Ward 42",33316.627173,126.821563,1.29801,8.65916,5.86653,84.1572,33543.429636,
"74201043: Ward 43",53076.603639,410.767855,30.75671,23.621784,19.5551,135.32,53696.625088,
"74201044: Ward 44",67722.165879,238.80809,14.27811,16.973142,31.28816,153.059,68176.572381,
"74201045: Ward 45",11949.828164,713.631048,348.06139,26216.681815,65.57632,61.9602,39355.738937,
"74202001: Ward 1",16969.071702,189.3052,2.59602,5619.414268,56.98725,75.2127,22912.58714,
"74202002: Ward 2",2606.001437,186.993681,47.119794,11220.713965,48.88775,29.8025,14139.519127,
"74202003: Ward 3",1911.2509,83.07367,54.98229,9837.439699,5.86653,56.5231,11949.136189,
"74202004: Ward 4",8120.460662,268.892868,166.626562,8896.675199,32.12497,63.863,17548.643261,
"74202005: Ward 5",10772.222438,342.650868,167.192464,10433.53268,61.45762,63.9504,21841.00647,
"74202006: Ward 6",13452.03106,94.539659,9.08607,55.28788,35.19918,3.2415,13649.385349,
"74202007: Ward 7",10179.699107,414.8627,142.483465,5710.1642,63.20342,60.9122,16571.325092,
"74202008: Ward 8",14038.291008,116.937533,11.894932,864.899488,1.95551,1.1099,15035.088371,
"74202009: Ward 9",260.070377,27.34779,13.705804,2376.645145,1,3.2375,2682.006616,
"74202010: Ward 10",10807.672702,188.598454,44.898168,958.104764,35.19918,7.7793,12042.252568,
"74202011: Ward 11",10551.129702,626.123652,348.793349,5464.841044,56.79877,9.9109,17057.597417,
"74202012: Ward 12",9651.537633,117.673402,198.33617,3483.885022,17.87705,128.5826,13597.891877,
"74202013: Ward 13",7059.909408,209.610509,19.17214,11886.659459,16.64408,70.7938,19262.789396,
"74202014: Ward 14",800.096752,37.348614,32.142446,13670.456629,46.93224,48.3695,14635.346181,
"74203001: Ward 1",20447.35241,148.589391,17.730336,1565.177536,26.63134,28.8308,22234.311813,
"74203002: Ward 2",22677.98943,75.778876,18.17214,5.85494,1.95551,33.2781,22813.028996,
"74203003: Ward 3",21416.006589,43.401045,8.49005,7.183036,30.33265,16.4927,21521.90607,
"74203004: Ward 4",21391.432908,79.478219,10.38408,5.87898,17.59959,57.6722,21562.445977,
"74203005: Ward 5",12367.259567,54.463578,12.9801,3.68573,29.33265,1.1099,12468.831525,
"74203006: Ward 6",13176.194447,92.47881,22.00588,2742.530134,6.68008,24.4224,16064.311751,
"74203007: Ward 7",10590.826182,158.97623,32.640588,92.856938,108.53183,0,10983.831768,
"74203008: Ward 8",4868.795412,304.772473,1917.150131,15552.148937,172.83477,12.1501,22827.851823,
"74203009: Ward 9",3024.932159,432.610253,283.006391,11610.82479,24.46612,19.89,15395.729713,
"74203010: Ward 10",10313.63852,251.427434,120.602375,8088.143177,36.59534,52.0009,18862.407746,
"74203011: Ward 11",7954.174936,142.450405,29.601428,1818.036246,33.70758,27.99568,10005.966275,
"74203012: Ward 12",15696.689013,396.57727,82.803565,6821.295642,49.94055,17.7272,23065.03324,
"74203013: Ward 13",19083.360684,46.103678,93.080739,524.840443,31.28816,9.9597,19788.633404,
"74801001: Ward 1",33249.364989,92.125016,19.87413,33.50068,127.10815,51.0982,33573.071165,
"74801002: Ward 2",29778.416716,48.774857,19.47015,25.998435,33.24367,32.1418,29938.045628,
"74801003: Ward 3",15447.652101,337.72964,17515.3941,79.993373,91.08693,34.167,33506.023144,
"74801004: Ward 4",27788.579289,53.262961,3.89403,15.265319,7.82204,16.6931,27885.516739,
"74801005: Ward 5",18330.25967,70.221654,10.38408,3.68573,15.64408,24.3743,18454.569514,
"74801006: Ward 6",25724.48735,53.247857,1.099157,3.888074,7.82204,14.3945,25804.938978,
"74801007: Ward 7",27377.878111,103.713614,25.421396,34.50422,1.95551,35.5543,27579.027151,
"74801008: Ward 8",29511.934576,97.922227,14.27811,10.914116,13.68857,24.3646,29673.102199,
"74801009: Ward 9",12813.134832,226.476393,50.527003,8654.112066,20,51.007,21815.257294,
"74801010: Ward 10",24155.978058,78.944671,8.63265,24.43775,1.95551,29.8336,24299.782239,
"74801011: Ward 11",31948.117549,96.574594,6.49005,68.332942,3.91102,28.8974,32152.323555,
"74801012: Ward 12",18626.906036,30.673014,12.958397,7.82023,3.91102,43.0196,18725.288297,
"74801013: Ward 13",25781.544828,128.910187,10.81733,1.21972,3.91102,15.4998,25941.902885,
"74801014: Ward 14",13675.225054,218.704743,56.7362,8842.363588,41.06571,42.2126,22876.307895,
"74801015: Ward 15",22889.27181,45.081639,1.29801,2.46601,15.86653,26.6082,22980.592199,
"74801016: Ward 16",13394.230329,337.717087,121.365443,8853.221623,90.95346,24.3124,22821.800342,
"74801017: Ward 17",3224.833484,174.298002,60.801214,19240.02501,93.90897,66.7631,22860.62978,
"74801018: Ward 18",3084.665977,253.050716,151.028114,22483.851092,60.62081,65.18,26098.396709,
"74801019: Ward 19",20802.99008,32.67585,7.78806,18.165268,35.19918,42.1011,20938.919538,
"74801020: Ward 20",13452.406851,735.466364,243.757308,21699.188959,71.57632,47.6614,36250.057202,
"74801021: Ward 21",2567.687395,206.806262,110.652727,17058.35231,66.6653,21.0299,20031.193894,
"74801022: Ward 22",3634.29,199.802546,125.695284,20928.664102,131.06366,54.2166,25073.732192,
"74801023: Ward 23",21107.106043,121.411575,31.660395,3639.626712,78.2204,32.1172,25010.142325,
"74801024: Ward 24",31169.000483,177.955928,20.76816,13.70261,7.82204,14.4287,31403.677921,
"74801025: Ward 25",22314.533199,189.063912,16.47994,525.150285,24.46612,27.724,23097.417456,
"74801026: Ward 26",13607.218519,414.811907,185.435179,18716.524611,73.48734,103.95469,33101.432246,
"74801027: Ward 27",14769.61128,164.297322,27.66715,3022.110011,37.15469,11.0468,18031.887253,
"74801028: Ward 28",2820.948785,220.634393,223.089176,9733.935317,129.06366,4.4302,13132.101531,
"74801029: Ward 29",8084.581917,199.183469,75.327212,12729.575167,175.9959,41.9128,21306.576465,
"74801030: Ward 30",29304.572367,318.521363,30.70187,6155.687259,74.12293,101.9551,35985.560889,
"74801031: Ward 31",20394.385225,273.926772,113.430095,4373.721669,55.86652,71.9186,25283.248881,
"74801032: Ward 32",27362.571652,468.22483,160.302365,5864.546928,8.8453,90.887,33955.378075,
"74801033: Ward 33",19243.654942,562.195681,39.78385,5442.031629,58.9195,80.3084,25426.894002,
"74801034: Ward 34",29000.10429,229.109264,18.288086,6.25473,68.44285,35.4803,29357.67952,
"74802001: Ward 1",19731.718699,295.561919,57.776945,4538.762039,17.6906,66.6067,24708.116902,
"74802002: Ward 2",15661.771344,939.103126,60.70846,9379.430783,64.53183,25.4522,26130.997743,
"74802003: Ward 3",8084.399051,494.949656,58.70908,8689.809968,84.08693,112.9603,17524.914985,
"74802004: Ward 4",2138.30463,243.483893,60.293954,8212.171469,3.91102,12.2312,10670.396166,
"74802005: Ward 5",7379.412426,974.387888,120.499041,4249.599961,121.46407,71.2687,12916.632086,
"74802006: Ward 6",3453.573865,265.254246,54.69242,14077.651513,67.57632,42.9714,17961.719764,
"74802007: Ward 7",3218.105877,330.301788,130.538168,16407.50574,31.28816,90.7379,20208.477633,
"74802008: Ward 8",12016.926255,10063.912383,137.682949,2910.518278,139.41958,25.4597,25293.919145,
"74802009: Ward 9",14084.325447,663.653188,103.23482,11880.096522,49.02122,106.1752,26886.506397,
"74802010: Ward 10",2619.508596,8748.980284,30.008808,16.20497,1.95551,47.7455,11464.403668,
"74802011: Ward 11",9531.418106,88.432801,5.843551,936.253121,1.95551,11.0652,10574.968289,
"74802012: Ward 12",13449.452051,156.08741,6.49005,1.24629,1.95551,0,13615.231311,
"74802013: Ward 13",18269.57023,97.196739,39.9403,38.86356,18.68857,2.17751,18466.436909,
"74802014: Ward 14",14534.048907,82.755548,2.42021,32.24234,10.77755,10.9941,14673.238655,
"74802015: Ward 15",11315.118067,172.915036,6.49005,2.421976,13.68857,0,11510.633699,
"74802016: Ward 16",22165.245746,73.324907,15.57612,38.834924,7.82204,52.0296,22352.833337,
"74802017: Ward 17",12407.879066,40.998232,0,5.78872,39.1102,2.2198,12495.996018,
"74802018: Ward 18",21894.488049,55.850189,3.89403,6.010212,1.95551,50.8781,22013.07609,
"74802019: Ward 19",8130.13671,95.713175,3.89403,9.896401,0,65.4392,8305.079516,
"74802020: Ward 20",6208.046505,15914.245243,51.537632,71.10155,97.7755,218.1184,22560.82483,
"74802021: Ward 21",16476.770641,39.385748,3.45901,23.62814,3.91102,24.3542,16571.508759,
"74802022: Ward 22",18804.69442,68.284651,4.56921,2.50422,21.51061,31.0517,18932.614811,
"74803001: Ward 1",31987.771671,159.932145,40.76161,2490.799895,58.82204,153.2607,34891.348061,
"74803002: Ward 2",19898.438528,146.302965,120.802019,7344.92736,16.86653,55.88336,27583.220762,
"74803003: Ward 3",20961.186934,35.281656,7.5808,96.463064,4,89.0467,21193.559154,
