SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Education level (grouped)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Education level (grouped)","No schooling","Some primary","Complete primary","Some secondary","Grade 12/Std 10","Higher","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"59500095: Ward 95",7327.432238,23595.806681,5505.164278,28611.088771,13923.723504,1618.603807,524.30883,10945.62901,92051.757119,
"59500096: Ward 96",6724.757103,22510.312178,5132.860757,25769.893279,13732.902894,1975.566733,1363.92326,9861.027765,87071.243969,
"59500097: Ward 97",2002.060648,6841.431348,1452.690671,17786.305614,21840.496809,13095.456904,1391.98932,4715.729878,69126.161192,
"59500098: Ward 98",7325.75918,21375.156568,4736.054814,26213.767299,16765.059034,3118.39006,416.0688,10032.874742,89983.130497,
"59500099: Ward 99",10483.361404,24796.681677,5613.949966,28498.408982,17348.836631,4512.201912,1141.80955,9885.531901,102280.782023,
"59500100: Ward 100",14385.003168,24103.360053,4812.052883,19523.942243,7954.861768,605.812055,3034.40774,10683.789278,85103.229188,
"59500101: Ward 101",3665.66465,10722.136609,3121.1917,17414.921267,15560.880245,8989.108685,956.9577,5859.24321,66290.104066,
"59500102: Ward 102",3347.164006,12769.77151,2728.050994,17595.271374,16982.703588,9250.146933,1160.9947,6772.135243,70606.238348,
"59500103: Ward 103",7139.979143,15656.864867,3516.145019,15296.839137,8131.301664,2803.233378,355.63767,6504.528644,59404.529522,
"63701001: Ward 1",3500.157583,6614.905353,1458.741291,5640.258073,1752.04395,240.305856,87.88662,2926.179801,22220.478527,
"63701002: Ward 2",3873.393619,7432.947249,1568.093494,5959.943263,1767.965009,425.389836,157.19257,3122.9035,24307.82854,
"63701003: Ward 3",2753.509626,6102.602197,1321.91464,5408.671219,1868.578664,370.099161,44.25966,2735.615955,20605.251122,
"63701004: Ward 4",2013.970497,5087.571887,1398.979161,5447.639127,2037.448472,388.298867,40.35654,2136.490269,18550.75482,
"63701005: Ward 5",1837.671176,4939.311683,1219.206381,5880.86844,2308.223593,635.217291,67.49055,2007.091827,18895.080941,
"63701006: Ward 6",2692.050714,5232.977791,1238.808515,4691.127796,1421.107504,335.137016,267.0879,2189.168684,18067.46592,
"63701007: Ward 7",2317.527204,5520.998253,1331.660919,5302.52883,2190.377305,431.867675,189.72527,2148.036792,19432.722248,
"63701008: Ward 8",2598.429798,5339.476927,1274.116894,4940.978776,2095.98685,231.750715,259.39025,2059.89663,18800.02684,
"63701009: Ward 9",2525.154417,3812.789079,977.699389,3665.141111,1732.326486,200.078763,46.50771,1488.174716,14447.871671,
"63701010: Ward 10",1605.733528,4646.37732,1195.120137,5968.053678,2551.325157,458.499158,115.16777,1964.943444,18505.220192,
"63701011: Ward 11",3072.386725,5410.34097,1224.437184,4836.893242,1897.942458,276.690156,110.44974,2212.732141,19041.872616,
"63701012: Ward 12",1823.7678,4488.372079,954.25283,4605.5611,2431.189898,254.762295,82.52409,2021.872959,16662.303051,
"63701013: Ward 13",2982.228758,6357.310843,1455.8158,6110.644625,2791.037047,442.782753,67.49142,3250.589015,23457.900261,
"63701014: Ward 14",2401.452005,4961.633231,1245.202039,5663.476132,2406.303936,505.495442,123.41166,2265.677747,19572.652192,
"63701015: Ward 15",2352.139163,4413.73715,1075.18858,3869.61045,1394.762198,240.494329,47.62981,1717.908927,15111.470607,
"63701016: Ward 16",1484.450681,4246.421647,966.882699,4300.127865,2010.008106,215.141932,92.03899,1760.104737,15075.176657,
"63701017: Ward 17",2412.131738,4154.749437,1002.719081,4036.70305,1852.090457,350.638841,115.82377,1659.602019,15584.458393,
"63701018: Ward 18",2275.085783,4573.333494,1126.307466,5211.486268,2541.775003,325.787315,84.70906,2003.753322,18142.237711,
"63701019: Ward 19",3169.021286,6631.421598,1684.313029,6866.674413,3103.349104,400.550215,310.76793,2639.347146,24805.444721,
"63701020: Ward 20",1874.318995,4741.025428,1272.014512,6219.678729,2855.407775,810.225759,145.5429,2064.264624,19982.478722,
"63701021: Ward 21",1745.270964,4588.912363,1329.612598,6161.244396,2754.09435,520.19296,109.65035,1829.989142,19038.967123,
"63701022: Ward 22",3392.749252,6701.551657,1634.098234,7343.123572,3391.044037,767.968963,100.86001,2699.387362,26030.783087,
"63701023: Ward 23",2359.460427,4710.879416,941.078869,3707.74862,1592.792836,155.19971,26.05911,1876.610253,15369.829241,
"63701024: Ward 24",2028.342414,4345.67602,1258.701993,5764.111596,2545.844233,630.273528,144.64996,1801.522864,18519.122608,
"63701025: Ward 25",1800.701687,4923.73307,1392.451139,6438.200056,3067.840679,824.998154,406.37597,2164.015041,21018.315796,
"63701026: Ward 26",2918.22043,5863.74197,1555.733136,6287.923896,3186.853939,478.272935,229.11234,2423.002761,22942.861407,
"63701027: Ward 27",1667.625143,3110.055557,749.385619,3303.713227,1527.203451,246.653505,14.4328,1460.186787,12079.256089,
"63701028: Ward 28",4935.460831,6334.797991,1501.429829,6047.33479,2984.736232,330.473447,78.95304,2901.066511,25114.252671,
"63702001: Ward 1",4012.071271,8945.608949,2291.419787,9060.891436,3045.032139,785.980771,246.47357,3360.703135,31748.181058,
"63702002: Ward 2",2497.970704,7323.006254,1882.962233,8457.035198,3663.047123,920.391876,254.72999,2934.49405,27933.637428,
"63702003: Ward 3",3984.079621,9137.495903,2381.965275,10430.03599,4477.326375,814.205646,139.73853,3541.983985,34906.831325,
"63702004: Ward 4",4214.833098,8069.002364,1918.565289,8551.601994,3381.485053,558.530645,127.44,2971.106306,29792.564749,
"63702005: Ward 5",4264.29401,8717.096501,2052.33618,8705.469834,3395.135816,307.725076,94.02641,3571.213039,31107.296866,
"63702006: Ward 6",4058.669053,8880.593557,1834.691769,7408.386653,2770.838072,362.759044,62.94717,2942.540712,28321.42603,
"63702007: Ward 7",3286.929446,5179.706412,1263.459085,4438.773376,1511.446549,149.710713,86.76277,2365.44609,18282.234441,
"63702008: Ward 8",3246.425113,6795.30971,1535.151664,7057.65607,2954.389111,297.939289,95.48878,2746.14496,24728.504697,
"63702009: Ward 9",2265.854727,6829.6093,1498.68801,8743.089195,4908.667216,1093.99055,47.68784,3314.34626,28701.933098,
"63702010: Ward 10",3070.642698,8326.981327,2185.366879,12317.605667,6516.373582,1322.24629,163.30368,4464.675071,38367.195194,
"63702011: Ward 11",3577.312842,8225.887159,2134.950298,11526.711191,7411.241375,2957.272141,375.44993,3981.423774,40190.24871,
"63702012: Ward 12",2487.765115,5498.411478,1329.973853,6763.46202,3676.64059,826.800983,318.85697,2605.571207,23507.482216,
"63702013: Ward 13",2962.380473,4330.964286,1274.15596,5624.801935,2571.677238,212.299457,97.24801,2412.324007,19485.851366,
"63702014: Ward 14",12819.601786,14809.500825,4174.001637,15747.072734,5955.454913,1764.819821,827.37031,7293.484638,63391.306664,
"63702015: Ward 15",1998.921861,5896.637046,1713.458497,9063.714063,4858.593158,1462.413249,278.54546,2695.176423,27967.459757,
"63702016: Ward 16",3065.841111,7913.091616,1947.357676,10349.239475,4688.528589,761.875318,228.59103,3363.508279,32318.033094,
"63702017: Ward 17",4136.214051,8151.476871,2402.342637,11455.460407,5058.868082,726.448559,149.56408,3811.476628,35891.851315,
"63702018: Ward 18",3878.717053,8646.924744,2419.326049,10444.777109,4428.180407,587.175601,247.69635,3749.833892,34402.631205,
"63702019: Ward 19",3089.234811,8053.950878,2321.047961,9721.649335,3915.300923,607.007102,145.24282,3319.075576,31172.509406,
"63702020: Ward 20",2357.811601,6461.440066,1702.35316,10040.162874,6833.023838,2378.242514,395.24579,3102.652099,33270.931942,
"63702021: Ward 21",2967.81799,5748.872561,1536.066213,8052.693685,5771.337494,2036.158416,251.77196,3031.589736,29396.308055,
"63702022: Ward 22",2454.956236,5643.581248,1490.934477,8159.834322,6442.852493,2456.130686,148.28098,3244.01346,30040.583902,
"63702023: Ward 23",333.362701,1164.908645,288.878289,2996.133869,3064.77061,1000.556513,180.44845,995.843762,10024.902839,
"63702024: Ward 24",3418.248849,8016.575967,1519.998987,7597.658959,3589.806773,441.251379,83.91393,3336.369928,28003.824772,
"63702025: Ward 25",9966.380114,18633.175151,4683.141698,20352.684061,9367.066785,3222.825722,712.44968,8773.815272,75711.538483,
"63702026: Ward 26",3434.897561,12152.009545,3316.054234,12623.429568,4052.699066,804.491386,50.43066,4948.000893,41382.012913,
"63702027: Ward 27",4071.814003,7446.193722,2143.405134,11017.536614,6508.065578,1989.803992,704.80162,3836.050666,37717.671329,
"63702028: Ward 28",4532.316769,8432.196744,1981.283692,8975.331746,3969.331768,450.901997,125.64677,3614.628556,32081.638042,
"63702029: Ward 29",3989.772921,6625.420357,1963.890363,9266.205004,5192.485389,3035.161247,747.5591,3155.727799,33976.22218,
"63702030: Ward 30",1505.117316,4026.406461,998.38891,6994.999613,6099.251868,4924.480586,630.16014,2469.11286,27647.917754,
"63702031: Ward 31",3191.466649,5571.533977,1294.040108,5659.47729,2382.897021,157.438611,69.08238,2535.570953,20861.506989,
"63702032: Ward 32",1607.352073,4885.393729,1497.176418,6254.852702,2868.826986,405.76169,157.49802,2031.185279,19708.046897,
"63702033: Ward 33",2178.82473,4242.91336,1235.956575,5712.034223,4348.341371,3070.025046,558.02286,3219.541394,24565.659559,
"63702034: Ward 34",3505.072784,8762.296149,2209.812086,10111.23445,3628.679041,794.820219,199.72095,3344.325909,32555.961588,
"63702035: Ward 35",3191.030654,8006.666331,1898.535405,8961.49863,4027.447674,865.249647,116.70514,3670.669778,30737.803259,
"63702036: Ward 36",4092.593949,8760.583215,2352.132153,10293.529913,5089.569547,544.629813,216.01578,3684.000809,35033.055179,
"63703001: Ward 1",4273.405364,9338.462841,2225.791772,9204.051006,4406.757438,592.477043,189.92332,4364.440242,34595.309026,
"63703002: Ward 2",2594.294686,8190.76625,2094.67967,10531.361129,5546.095018,828.043249,189.50482,3585.992007,33560.736829,
"63703003: Ward 3",3563.627237,8803.171023,2732.745895,8981.400231,3835.050553,606.58501,443.43641,3686.058038,32652.074397,
"63703004: Ward 4",2584.183623,6896.348918,2342.536705,10441.351716,5350.998681,1020.42569,241.15134,3101.718664,31978.715337,
"63703005: Ward 5",1818.525654,5884.597942,1789.684064,7473.144472,4077.056852,756.084194,125.0459,2498.699104,24422.838182,
"63703006: Ward 6",2952.135661,7619.945492,2186.035662,11622.738407,6246.005072,1383.805701,305.96906,3375.730667,35692.365722,
"63703007: Ward 7",3770.689852,9560.351238,3007.977043,13728.233991,7193.96088,1002.141153,365.78196,4461.144195,43090.280312,
"63703008: Ward 8",1074.313343,5987.530639,1088.486359,6748.179968,9196.470276,6292.424408,358.47559,3737.10238,34482.982963,
"63703009: Ward 9",1880.238585,4388.292325,1239.794092,7572.947927,5307.904908,1864.993274,540.24174,2566.249804,25360.662655,
"63703010: Ward 10",3472.585393,9318.799339,2991.673337,17150.567554,11537.658463,3168.467798,643.57606,4843.050203,53126.378147,
"63703011: Ward 11",3580.317386,7019.366469,2145.786181,12344.149943,7741.796697,1132.094542,348.74589,4023.555129,38335.812237,
"63703012: Ward 12",1323.744316,4619.402507,1234.622625,6941.35418,5703.025857,751.267094,36.1856,2582.482089,23192.084268,
"63703013: Ward 13",1124.384396,2832.449223,729.70341,5675.924334,5204.266314,2400.193205,291.69793,1993.224256,20251.843068,
"63703014: Ward 14",995.784996,3341.609998,720.230521,6170.309021,7808.032525,4927.775175,787.98279,1780.395265,26532.120291,
"63703015: Ward 15",1093.437456,3518.485882,790.548177,6911.649099,9762.021251,4915.378069,448.30644,2635.145287,30074.971661,
"63703016: Ward 16",1074.808687,3225.69088,747.202162,5652.5796,6843.561607,4027.761442,369.23469,1816.350644,23757.189712,
"63703017: Ward 17",1012.879763,4011.042249,805.771571,7591.603836,9491.662391,6379.649652,482.98256,3390.075518,33165.66754,
"63703018: Ward 18",1699.432766,6230.050299,1590.889849,14087.242431,9500.091478,1943.436545,391.65343,4056.99187,39499.788668,
"63703019: Ward 19",2446.894377,8051.104701,2041.867858,10789.455032,9366.872844,2758.549199,212.40668,4938.063134,40605.213825,
"63703020: Ward 20",2215.887017,6223.279375,1610.205241,7094.373604,3047.904359,390.294581,254.58649,2661.029294,23497.559961,
"63703021: Ward 21",5077.029998,10640.233127,3148.741423,13893.572437,5995.509481,586.480703,333.49496,5359.2461,45034.308229,
"63703022: Ward 22",3012.914841,6232.002443,1800.801391,8735.813955,4925.167327,517.827394,33.10414,3617.255391,28874.886882,
"63703023: Ward 23",4196.287031,9871.313606,2933.517224,11384.586062,4915.23114,661.020717,769.1056,3885.143943,38616.205323,
"63703024: Ward 24",6902.283221,14809.572759,4949.365614,14625.674453,4066.117845,417.679284,621.33346,8220.146742,54612.173378,
"63703025: Ward 25",3381.573278,7522.173331,2020.671597,8974.886249,4486.439928,687.034622,189.01228,2876.57486,30138.366145,
"63703026: Ward 26",4258.197759,10562.779456,2711.706823,11448.66333,5021.075781,1034.719083,310.45666,4291.51968,39639.118572,
"63703027: Ward 27",5620.280545,10608.753949,2810.702305,9127.630337,3102.378785,235.642171,264.88635,4462.834826,36233.109268,
"63703028: Ward 28",5199.921559,10623.189071,2740.559111,9818.69401,3984.000702,389.866561,305.46369,3887.361426,36949.05613,
"63703029: Ward 29",5527.895144,13610.880658,3233.861198,13197.164599,4841.727387,605.095706,408.85891,5574.600699,47000.084301,
"63703030: Ward 30",2743.4438,9126.118966,2325.684341,11838.66269,5509.507988,1426.79185,210.64968,3823.360249,37004.219564,
"63703031: Ward 31",2298.387875,7166.212639,2176.484359,7766.783594,2191.990369,294.055194,115.2991,3627.976731,25637.189861,
"63703032: Ward 32",2988.350658,6510.635154,2057.596691,9344.543474,5136.280004,1010.135267,189.06408,3391.474629,30628.079957,
"63703033: Ward 33",4434.152846,5386.013669,1835.248928,7195.539352,2375.326441,186.038343,429.55711,2439.832216,24281.708905,
"63703034: Ward 34",3687.733689,5283.946706,1723.769263,7508.858708,3042.127331,251.896672,233.7404,3822.649183,25554.721952,
"63703035: Ward 35",3143.574384,5416.336998,1681.27648,7165.140722,3743.293169,955.223329,319.24149,2529.780259,24953.866831,
"63703036: Ward 36",5368.969571,9841.445878,2381.706529,9358.035179,4777.917951,1864.610756,419.61875,3640.600806,37652.90542,
"63703037: Ward 37",2590.695766,5810.911905,2040.439653,9875.549916,4419.089148,621.657805,49.04604,3469.408977,28876.79921,
"63703038: Ward 38",1405.388419,2062.209064,916.18974,2864.001221,427.229711,26.011474,309.4836,885.775219,8896.288448,
"63704001: Ward 1",3243.822213,5348.612732,1079.733201,3245.03207,1445.153667,202.386238,54.15692,2170.532015,16789.429056,
"63704002: Ward 2",4421.795828,5777.325468,1324.910315,5440.065818,3231.242742,1218.815467,613.9975,3019.590092,25047.74323,
"63704003: Ward 3",3975.461826,4806.636148,1001.629221,4284.212878,2769.464349,905.388107,224.37963,2507.027408,20474.199567,
"63704004: Ward 4",2551.131995,4082.503076,958.504481,3167.225519,1566.548134,261.893886,97.93536,1613.594489,14299.33694,
"63704005: Ward 5",2654.160659,6221.22695,1468.62195,4785.310328,1894.235567,275.376849,140.0167,2356.193946,19795.142949,
"63704006: Ward 6",4506.715241,7003.827844,1446.50124,5158.041719,2518.779094,735.67143,176.83068,2352.178024,23898.545272,
"63705001: Ward 1",4180.778013,6604.118103,1389.86693,5138.541898,1488.563922,398.669342,280.0338,2735.70734,22216.279348,
"63705002: Ward 2",4175.283267,7756.716358,1716.711762,6392.508586,2128.113272,405.320342,245.74633,3090.296972,25910.696889,
"63705003: Ward 3",3078.890396,6496.611825,1494.027879,5972.057878,1984.036693,417.694962,492.66498,2743.945772,22679.930385,
"63705004: Ward 4",6962.658647,9053.154444,1583.33277,5790.642914,1848.280105,305.036935,197.48219,3682.774232,29423.362237,
"63705005: Ward 5",4094.924948,8234.548908,1989.408644,8663.264937,3733.578661,428.897568,228.71652,3130.840463,30504.180649,
"63705006: Ward 6",3346.710627,6592.609318,1682.524125,6126.611701,2208.481899,349.058899,164.38898,2560.106933,23030.492482,
"63705007: Ward 7",2746.742331,4751.100227,1559.62638,5772.590608,1696.695506,160.104305,302.06197,2574.922216,19563.843543,
"63705008: Ward 8",2615.523269,5628.083527,1446.088389,6060.441339,2800.467443,535.714933,117.48472,2267.354325,21471.157945,
"63705009: Ward 9",1643.515836,4939.079722,1334.946509,7786.867837,4470.761693,858.619603,221.36306,2134.095384,23389.249644,
"63705010: Ward 10",2614.980368,6536.43132,1723.084387,8599.158504,4890.659254,2187.334808,294.84479,3475.636487,30322.129918,
"63705011: Ward 11",2446.919602,5680.68608,1281.102887,4373.95815,1213.988139,102.895366,75.24709,2030.99507,17205.792384,
"63705012: Ward 12",2560.677073,4910.962202,1113.880992,4694.880404,1698.884057,252.548416,104.11863,1970.498103,17306.449877,
"63705013: Ward 13",1328.149667,3300.934604,954.156008,5273.79527,4403.311024,2131.539549,160.26681,2297.853835,19850.006767,
"63705014: Ward 14",1724.929578,3632.312626,1060.399143,5771.788997,4103.496537,2324.596027,463.38592,2999.508082,22080.41691,
"63705015: Ward 15",1532.273078,3967.796042,939.312199,5854.97204,3958.466877,1508.506754,141.73189,1956.551208,19859.610088,
"63705016: Ward 16",1836.626032,5128.109383,1261.664467,6474.924195,2937.546428,345.788911,56.91586,2524.492655,20566.067931,
"63705017: Ward 17",2210.539554,5937.638588,1679.964732,8053.427332,4030.22549,829.902086,156.72618,2662.969988,25561.39395,
"63705018: Ward 18",4221.681871,4876.626345,1008.754316,4260.342452,1775.914472,346.559853,67.10295,2169.710116,18726.692375,
"63705019: Ward 19",4065.93874,6498.136231,1479.728652,5956.938049,2781.78875,758.149039,113.42435,2735.856479,24389.96029,
"63705020: Ward 20",5064.366946,6285.860731,1222.986068,4887.223003,2495.146248,437.043024,117.46837,2547.233382,23057.327772,
"63705021: Ward 21",4819.063976,7665.932051,1650.172061,5640.096254,2104.807653,342.822406,124.56396,3075.719932,25423.178293,
