MSOA11CD,regionName,2021-12-04,2021-12-11,2021-12-18,2021-12-25,All Ages
E02002575,North West,46,56,89,182,9675
E02002576,North West,29,27,50,112,7365
E02002577,North West,18,24,56,97,7552
E02002578,North West,43,50,52,136,8481
E02002579,North West,32,37,47,108,7929
E02002580,North West,45,39,29,90,8157
E02002581,North West,47,23,35,119,7263
E02002582,North West,55,57,90,182,9064
E02002583,North West,27,47,43,95,7693
E02002584,North West,32,48,50,115,7303
E02002585,North West,52,76,86,149,10678
E02002586,North West,55,50,55,139,9964
E02002587,North West,25,61,65,104,6490
E02002588,North West,31,66,78,116,7291
E02002589,North West,50,42,72,93,6116
E02002590,North West,15,25,63,114,7197
E02002591,North West,41,29,62,103,6375
E02002592,North West,22,29,43,99,6271
E02002593,North West,29,32,53,85,4963
E02002594,North West,28,32,35,71,5291
E02002595,North West,58,51,66,120,8285
E02002596,North West,48,48,61,118,7975
E02002597,North West,65,88,64,135,9284
E02002598,North West,54,67,121,229,10633
E02002599,North West,65,64,118,197,11115
E02002600,North West,62,49,82,146,8958
E02002601,North West,53,73,87,187,8733
E02002602,North West,47,48,52,91,8418
E02002603,North West,31,31,59,161,6779
E02002604,North West,41,25,63,135,7343
E02002605,North West,59,47,77,171,9003
E02002606,North West,78,71,80,187,11846
E02002607,North West,59,70,105,182,11560
E02002608,North West,38,41,53,100,8121
E02002609,North West,55,69,102,151,9713
E02002610,North West,57,123,159,258,12563
E02002611,North West,35,45,70,152,7787
E02002612,North West,34,48,124,181,9017
E02002613,North West,38,25,68,100,6529
E02002614,North West,24,35,62,63,5638
E02002615,North West,40,41,51,146,10468
E02002616,North West,19,27,50,89,8961
E02002617,North West,39,27,29,64,9245
E02002618,North West,10,22,21,62,7579
E02002619,North West,8,29,28,62,9119
E02002620,North West,19,39,32,58,9017
E02002621,North West,41,16,30,29,8607
E02002622,North West,89,44,40,115,10633
E02002623,North West,36,36,51,149,10451
E02002624,North West,41,40,78,146,8270
E02002625,North West,48,34,67,106,9741
E02002626,North West,27,46,63,111,7149
E02002627,North West,29,57,72,164,7646
E02002628,North West,23,42,42,87,6656
E02002629,North West,16,28,44,79,5666
E02002630,North West,17,67,65,114,6312
E02002631,North West,48,29,47,123,8420
E02002632,North West,21,26,51,76,6090
E02002633,North West,27,21,28,66,7629
E02002634,North West,40,29,28,81,7930
E02002635,North West,23,20,29,85,7898
E02002636,North West,38,38,28,82,8139
E02002637,North West,35,38,36,60,6019
E02002638,North West,31,14,31,49,5991
E02002639,North West,26,14,24,47,6105
E02002640,North West,38,26,32,59,6874
E02002641,North West,30,17,39,116,7929
E02002642,North West,27,20,20,52,7013
E02002643,North West,26,25,30,92,7528
E02002644,North West,32,23,36,114,7659
E02002645,North West,23,19,22,41,5932
E02002646,North West,18,14,29,77,6811
E02002647,North West,36,27,31,101,7883
E02002648,North West,22,26,21,78,7147
